route,year,annual_pax,avg_load_factor,distance_km
MEL-MQL,2022,125396.0,73.13,457.0
MEL-MQL,2023,166620.0,70.69166666666666,457.0
MEL-MQL,2024,159737.0,73.86666666666666,457.0
MEL-MQL,2025,152365.0,70.71666666666667,457.0
MEL-MQL,2026,36567.0,64.36666666666666,457.0
MEL-NTL,2014,225483.0,81.23333333333333,836.0
MEL-NTL,2015,443026.0,80.24166666666666,836.0
MEL-NTL,2016,449484.0,79.375,836.0
MEL-NTL,2017,476066.0,78.88333333333334,836.0
MEL-NTL,2018,490289.0,82.25833333333334,836.0
MEL-NTL,2019,483397.0,83.95,836.0
MEL-NTL,2020,125184.0,72.8,836.0
MEL-NTL,2021,157779.0,41.13333333333333,836.0
MEL-NTL,2022,382029.0,79.60833333333333,836.0
MEL-NTL,2023,421279.0,78.84166666666667,836.0
MEL-NTL,2024,457301.0,82.49166666666666,836.0
MEL-NTL,2025,470642.0,85.43333333333334,836.0
MEL-NTL,2026,115030.0,84.5,836.0
MEL-OOL,2014,928386.0,86.96666666666665,1330.0
MEL-OOL,2015,1812278.0,83.625,1330.0
MEL-OOL,2016,1966147.0,83.11666666666666,1330.0
MEL-OOL,2017,2012590.0,86.5,1330.0
MEL-OOL,2018,2060760.0,87.68333333333334,1330.0
MEL-OOL,2019,2121955.0,88.94166666666666,1330.0
MEL-OOL,2020,513586.0,82.525,1330.0
MEL-OOL,2021,787571.0,66.4625,1330.0
MEL-OOL,2022,2291655.0,85.89166666666667,1330.0
MEL-OOL,2023,2219657.0,89.0,1330.0
MEL-OOL,2024,2187900.0,89.33333333333333,1330.0
MEL-OOL,2025,2146910.0,88.13333333333333,1330.0
MEL-OOL,2026,578082.0,89.63333333333333,1330.0
MEL-PER,2014,1099663.0,76.95,2706.0
MEL-PER,2015,2138861.0,77.39166666666667,2706.0
MEL-PER,2016,2072911.0,80.85833333333333,2706.0
MEL-PER,2017,2033242.0,83.58333333333333,2706.0
MEL-PER,2018,2113233.0,85.27499999999999,2706.0
MEL-PER,2019,2110125.0,85.3,2706.0
MEL-PER,2020,552171.0,41.69166666666667,2706.0
MEL-PER,2021,261442.0,38.61666666666667,2706.0
MEL-PER,2022,1347836.0,81.73333333333333,2706.0
MEL-PER,2023,1915808.0,83.26666666666667,2706.0
MEL-PER,2024,2030577.0,83.61666666666666,2706.0
MEL-PER,2025,2109230.0,86.58333333333333,2706.0
MEL-PER,2026,517518.0,84.3,2706.0
MEL-QNA,2021,63594.0,69.86666666666666,1274.0
MEL-QNA,2022,66539.0,59.56,1274.0
MEL-SYD,2014,4280656.0,82.95,706.0
MEL-SYD,2015,8613172.0,81.36666666666666,706.0
MEL-SYD,2016,8904672.0,83.60833333333333,706.0
MEL-SYD,2017,9097339.0,84.425,706.0
MEL-SYD,2018,9240010.0,85.63333333333333,706.0
MEL-SYD,2019,9181932.0,85.22500000000001,706.0
MEL-SYD,2020,2249844.0,55.49166666666667,706.0
MEL-SYD,2021,2119779.0,48.333333333333336,706.0
MEL-SYD,2022,6576181.0,80.95833333333333,706.0
MEL-SYD,2023,7624605.0,81.97500000000001,706.0
MEL-SYD,2024,8039295.0,83.49166666666666,706.0
MEL-SYD,2025,8121167.0,85.18333333333334,706.0
MEL-SYD,2026,2007552.0,87.46666666666665,706.0
MEL-TSV,2017,54239.0,81.5,2055.0
MEL-TSV,2018,81853.0,77.42857142857143,2055.0
OOL-SYD,2014,1338518.0,83.2,680.0
OOL-SYD,2015,2618482.0,83.47500000000001,680.0
OOL-SYD,2016,2704358.0,85.96666666666665,680.0
OOL-SYD,2017,2740745.0,86.39166666666667,680.0
OOL-SYD,2018,2722796.0,86.625,680.0
OOL-SYD,2019,2733109.0,87.00833333333333,680.0
OOL-SYD,2020,706514.0,63.099999999999994,680.0
OOL-SYD,2021,741817.0,63.4,680.0
OOL-SYD,2022,2298514.0,82.175,680.0
OOL-SYD,2023,2436619.0,85.39999999999999,680.0
OOL-SYD,2024,2538036.0,87.125,680.0
OOL-SYD,2025,2527688.0,87.89166666666667,680.0
OOL-SYD,2026,639037.0,90.7,680.0
PER-PHE,2014,245192.0,63.13333333333333,1312.0
PER-PHE,2015,390204.0,53.958333333333336,1312.0
PER-PHE,2016,339107.0,55.333333333333336,1312.0
PER-PHE,2017,337347.0,63.725,1312.0
PER-PHE,2018,362360.0,66.93333333333334,1312.0
PER-PHE,2019,378443.0,62.925000000000004,1312.0
PER-PHE,2020,209749.0,53.975,1312.0
PER-PHE,2021,360217.0,58.525,1312.0
PER-PHE,2022,448317.0,71.475,1312.0
PER-PHE,2023,479409.0,69.15833333333333,1312.0
PER-PHE,2024,475259.0,63.86666666666667,1312.0
PER-PHE,2025,487193.0,64.06666666666666,1312.0
PER-PHE,2026,120098.0,60.96666666666667,1312.0
PER-SYD,2014,917849.0,80.98333333333333,3284.0
PER-SYD,2015,1761024.0,78.58333333333333,3284.0
PER-SYD,2016,1753695.0,81.13333333333334,3284.0
PER-SYD,2017,1716477.0,81.88333333333334,3284.0
PER-SYD,2018,1716911.0,83.875,3284.0
PER-SYD,2019,1692031.0,84.675,3284.0
PER-SYD,2020,437706.0,44.80833333333333,3284.0
PER-SYD,2021,313738.0,38.050000000000004,3284.0
PER-SYD,2022,1118846.0,81.86666666666666,3284.0
PER-SYD,2023,1586826.0,84.34166666666667,3284.0
PER-SYD,2024,1639356.0,85.63333333333333,3284.0
PER-SYD,2025,1749314.0,85.35833333333333,3284.0
PER-SYD,2026,430853.0,83.46666666666667,3284.0
PER-ZNE,2014,182192.0,54.76666666666667,1019.0
PER-ZNE,2015,330291.0,51.699999999999996,1019.0
PER-ZNE,2016,307639.0,50.31666666666666,1019.0
PER-ZNE,2017,284874.0,53.01666666666667,1019.0
PER-ZNE,2018,305742.0,56.56666666666666,1019.0
PER-ZNE,2019,347490.0,59.38333333333333,1019.0
PER-ZNE,2020,166772.0,49.375,1019.0
PER-ZNE,2021,318088.0,47.475,1019.0
PER-ZNE,2022,341794.0,55.775,1019.0
PER-ZNE,2023,371153.0,58.925000000000004,1019.0
PER-ZNE,2024,396746.0,60.666666666666664,1019.0
PER-ZNE,2025,443084.0,62.48333333333333,1019.0
PER-ZNE,2026,107494.0,59.26666666666667,1019.0
PPP-SYD,2017,47414.0,81.3,1517.0
PPP-SYD,2018,133898.0,82.30833333333334,1517.0
PPP-SYD,2019,113253.0,81.8,1517.0
PPP-SYD,2020,10090.0,86.6,1517.0
PQQ-SYD,2014,96102.0,70.83333333333333,321.0
PQQ-SYD,2015,185279.0,69.16666666666667,321.0
PQQ-SYD,2016,193385.0,72.25833333333334,321.0
PQQ-SYD,2017,192323.0,75.21666666666667,321.0
PQQ-SYD,2018,186867.0,77.89166666666667,321.0
PQQ-SYD,2019,190865.0,72.6,321.0
PQQ-SYD,2020,39097.0,69.76666666666667,321.0
PQQ-SYD,2021,36312.0,45.25,321.0
PQQ-SYD,2022,118757.0,62.22222222222222,321.0
PQQ-SYD,2023,166528.0,64.54166666666667,321.0
PQQ-SYD,2024,165777.0,69.05833333333334,321.0
PQQ-SYD,2025,166595.0,73.53333333333333,321.0
PQQ-SYD,2026,41725.0,71.89999999999999,321.0
QNA-SYD,2014,165153.0,77.11666666666666,612.0
QNA-SYD,2015,358444.0,81.72500000000001,612.0
QNA-SYD,2016,385205.0,81.66666666666667,612.0
QNA-SYD,2017,403943.0,80.675,612.0
QNA-SYD,2018,435956.0,83.39166666666667,612.0
QNA-SYD,2019,433277.0,83.89166666666667,612.0
QNA-SYD,2020,354436.0,74.61666666666666,612.0
QNA-SYD,2021,408726.0,58.050000000000004,612.0
QNA-SYD,2022,504458.0,74.05833333333332,612.0
QNA-SYD,2023,534646.0,80.325,612.0
QNA-SYD,2024,523183.0,85.51666666666667,612.0
QNA-SYD,2025,466916.0,86.97500000000001,612.0
QNA-SYD,2026,124270.0,88.33333333333333,612.0
SYD-TMW,2015,95389.0,62.44285714285714,320.0
SYD-TMW,2016,175078.0,62.68333333333334,320.0
SYD-TMW,2017,180730.0,63.34166666666667,320.0
SYD-TMW,2018,175107.0,65.55,320.0
SYD-TMW,2019,174290.0,65.03333333333333,320.0
SYD-TMW,2020,35664.0,56.96666666666667,320.0
SYD-TSV,2014,95487.0,82.3,1690.0
SYD-TSV,2015,166774.0,77.89166666666667,1690.0
SYD-TSV,2016,158382.0,74.70833333333333,1690.0
SYD-TSV,2017,160561.0,77.55833333333334,1690.0
SYD-TSV,2018,169076.0,79.49166666666666,1690.0
SYD-TSV,2019,173477.0,80.23333333333333,1690.0
SYD-TSV,2020,29036.0,73.3,1690.0
SYD-WGA,2014,96727.0,66.38333333333334,367.0
SYD-WGA,2015,184241.0,63.64166666666667,367.0
SYD-WGA,2016,188396.0,64.14999999999999,367.0
SYD-WGA,2017,182763.0,63.625,367.0
SYD-WGA,2018,181333.0,69.60000000000001,367.0
SYD-WGA,2019,180680.0,66.8,367.0
SYD-WGA,2020,34167.0,61.5,367.0
SYD-WGA,2021,38848.0,53.15,367.0
SYD-WGA,2022,112844.0,63.87777777777777,367.0
SYD-WGA,2023,153962.0,60.59166666666667,367.0
SYD-WGA,2024,159909.0,63.291666666666664,367.0
SYD-WGA,2025,168224.0,69.69166666666668,367.0
SYD-WGA,2026,39813.0,65.06666666666666,367.0
